helka,hepro,heavd,heopd,hekdpl,hekft1,heft1,hedtcp,hekdkk,hesdt,hevalp,hesdff,hesdvt,hest,heur,hesg,hedtr,hegnn,hegn,heplan,trrund,hesaml,hehawb,hesdla,hesdl,hevalt,heknt,hekns,henas,hekdfs,hevals,heknsf,heans,henasf,heknk,henak,hekdfk,hevalk,heknkf,heank,henakf,heot,hedtop,hedtmp
NO,0,2,20656,,,,0,,5000,0,,,,H,SH,20150212,,,,0,,,,,OIL,0,1,Systema AS,,NOK,24,0,IL-X BUD-SERVICE A/S,0,SSSS,X,,0,0,,FT,20150101,0
NO,0,1,155462,,,,0,,5000,0,,,,H,SH,20150212,,,,0,,,,,OIL,0,1,Systema AS,,NOK,24,0,IL-X BUD-SERVICE A/S.,0,AAAA,X,,0,0,,FT,20150101,0
NO,0,2,20657,,,,0,,5000,0,,,,H,SH,20150212,,,,0,,,,,OIL,0,1,Systema AS,,NOK,24,0,IL-X BUD-SERVICE A/S,0,D,X,,0,0,,FT,20150101,0
NO,0,1,155464,,,,0,,5000,0,,4005,,H,SH,20150212,,,,0,,,,,OIL,0,1,Systema AS,,NOK,72,0,ANDERSEN KONTORMØBLER,0,SSS,X,,0,0,,FT,20150101,0
NO,0,1,155465,,,,0,,5000,0,,,,H,SH,20150212,,,,0,,,,,OIL,0,1,Systema AS,,NOK,24,0,IL-X BUD-SERVICE A/S,0,SSS,X,,0,0,,FT,20150101,0
NO,0,1,155466,,,,0,,5000,0,,,,H,SH,20150212,,,,0,,,,,OIL,0,1,Systema AS,,NOK,24,0,IL-X BUD-SERVICE A/S,0,AAAA,X,,0,0,,FT,20150101,0
NO,0,1,155467,T,,,0,,5000,0,,,,H,SH,20150213,,,,0,,,,,OIL,0,1,Systema AS,,NOK,24,0,IL-X BUD-SERVICE A/S,0,AAA,X,,0,0,,FT,20150101,0
NO,0,1,155468,,,,20,,3014,0,,,O,H,JOV,20150213,,,,0,,,,,OIL,0,72,IL-X BUD-SERVICE A/S,,NOK,5,0,AVIS BILUTLEIE A/S,0,JANOTTAR,X,,0,0,,IN,20150215,2
NO,501845,1,155469,,,,0,,3014,0,,,,H,JOV,20150215,,201501005045001,,972,,AB1538,,,OIL,1,72,IL-X BUD-SERVICE A/S,,NOK,5,0,AVIS BILUTLEIE A/S,0,JANOTTAR,X,,0,0,,IN,20150515,0
DK,20291,2,20520,,,,0,,CPH,0,,,,D,MS,20000106,,11719782372,,0,,000000000,,,,117,600010,TRADEVISION,,NOK,600010,0,TRADEVISION,0,TEST,,NOK,1010,0,SCANDINAVIAN AIRLINE SYSTEM,AE,20000106,0
DK,20292,2,20521,,,,0,,CPH,0,,,,D,MS,20000208,,02070320331,,0,,000000000,,,,20,600006,DATA IMPORTØREN,,NOK,600006,0,DATA IMPORTØREN A/S,600010,TRADEVISION,,NOK,1011,0,LUFTHANSA,AE,20000208,0
DK,20293,2,20522,,,,0,,CPH,0,,,,D,MS,20000208,,11719782405,,0,,000000000,,,,117,600006,DATA IMPORTØREN,,NOK,600006,0,DATA IMPORTØREN A/S,600010,TRADEVISION,,NOK,1011,0,LUFTHANSA,AE,20000208,0
DK,20294,2,20523,,,,0,,CPH,0,,,,D,MS,20000209,,02070320353,,0,,000000000,,,,20,600006,DATA IMPORTØREN,,NOK,600006,0,DATA IMPORTØREN A/S,600010,TRADEVISION,,NOK,1011,0,LUFTHANSA,AE,20000209,0
DK,20295,2,20524,,,,0,,CPH,0,,,,D,MS,20000209,,02070320364,,0,,000000000,,,,20,600006,DATA IMPORTØREN,,NOK,600006,0,DATA IMPORTØREN A/S,600010,TRADEVISION,,NOK,1011,0,LUFTHANSA,AE,20000209,0
DK,20296,2,20525,,,,0,,CPH,0,,,,D,MS,20000210,,02070320375,,0,,000000000,,,,20,600006,DATA IMPORTØREN,,NOK,600006,0,DATA IMPORTØREN A/S,600010,TRADEVISION,,NOK,1011,0,LUFTHANSA,AE,20000210,0
DK,20297,2,20526,,,,0,,CPH,0,,,,D,MS,20000210,,02070320386,,0,,000000000,,,,20,600006,DATA IMPORTØREN,,NOK,600006,0,DATA IMPORTØREN A/S,600010,TRADEVISION,,NOK,1011,0,LUFTHANSA,AE,20000210,0
DK,20298,2,20527,,,,0,,CPH,0,,,,D,MS,20000210,,00000000000,,0,,000000000,,,,20,600006,DATA IMPORTØREN,,NOK,600006,0,DATA IMPORTØREN A/S,600010,TRADEVISION,,NOK,1011,0,LUFTHANSA,AE,20000210,0
DK,20299,2,20528,,,,0,,CPH,0,,,,D,MS,20000210,,02070320390,,0,,000000000,,,,20,600006,DATA IMPORTØREN,,NOK,600006,0,DATA IMPORTØREN A/S,600010,TRADEVISION,,NOK,1011,0,LUFTHANSA,AE,20000210,0
DK,20300,2,20529,,,,0,,CPH,0,,,,D,MS,20000210,,02070320401,,0,,000000000,,,,20,600006,DATA IMPORTØREN,,NOK,600006,0,DATA IMPORTØREN A/S,600010,TRADEVISION,,NOK,1011,0,LUFTHANSA,AE,20000210,0
DK,20301,2,20530,,,,0,,CPH,0,,,,D,MS,20000210,,02070320412,,0,,000000000,,,,20,600006,DATA IMPORTØREN,,NOK,600006,0,DATA IMPORTØREN A/S,600010,TRADEVISION,,NOK,1011,0,LUFTHANSA,AE,20000210,0
DK,20302,2,20531,,,,0,,CPH,0,,,,D,MS,20000210,,02070320423,,0,,000000000,,,,20,600006,DATA IMPORTØREN,,NOK,600006,0,DATA IMPORTØREN A/S,600010,TRADEVISION,,NOK,1011,0,LUFTHANSA,AE,20000210,0
NO,501147,2,20532,,,,0,,3000,0,0583,3014,,B,JOV,20000221,,199801014256001,,0,,,,,,0,50,VOLVO BM MASKIN A/S,,NOK,50,0,VOLVO BM MASKIN A/S,24,Jan Ottar Valderhaug,X,NOK,70,0,ABC SYSTEMER A/S,IN,20000921,0
DK,99999991,2,20533,,,,19,,CPH,0,,,O,D,TH,20000222,,00000000000,,0,,000101034,,,,117,600006,DATA IMPORTØREN,,NOK,600006,0,DATA IMPORTØREN A/S,600010,TRADEVISION,,NOK,50,0,VOLVO BM MASKIN A/S,AE,20000222,1
DK,20303,2,20534,,,,19,,CPH,0,,,O,D,TH,20000222,,11719782420,,0,CPH015,000101035,,,,117,600006,DATA IMPORTØREN,,NOK,600006,0,DATA IMPORTØREN A/S,600010,TRADEVISION,,NOK,50,0,VOLVO BM MASKIN A/S,AE,20000222,1
DK,20303,2,20535,,,,0,,CPH,0,,,,D,TH,20000222,,11719782420,,0,CPH015,000101036,,,,117,600006,DATA IMPORTØREN,,NOK,600006,0,DATA IMPORTØREN A/S,600010,TRADEVISION,,NOK,50,0,VOLVO BM MASKIN A/S,AE,20000222,0
DK,20306,2,20536,,,,0,,CPH,0,,,,D,MS,20000425,,02070320434,,0,,000000000,,,,20,600006,DATA IMPORTØREN,,NOK,600006,0,DATA IMPORTØREN A/S,600010,TRADEVISION,,NOK,1011,0,LUFTHANSA,AE,20000425,0
NO,20309,2,20537,,,,0,,1000,0,OSL,1330,,A,TR,20000512,,,,0,,,,,,0,0,Federal-Mogul Friedberg GMBH,,NOK,24,0,IL-X BUD-SERVICE A/S,24,IL-X BUD-SERVICE A/S,,NOK,30,0,LINJEGODS A/S,DD,20000512,0
DE,0,2,20538,,,,20,,,0,,,O,H,TR,20000512,,,,0,,,,,,0,0,Federal-Mogul Friedberg GMBH,,,0,0,,110650,,,,0,0,,,20000512,10
DE,501833,1,155490,,,,0,,1000,0,,,,H,TR,20000512,,,,0,,,,,OIL,0,24,Federal-Mogul Friedberg GMBH,,NOK,30,0,LINJEGODS A/S,0,XXX,X,,0,0,,IN,20021128,0
DE,0,2,20540,,,,0,,,0,,,U,H,TR,20000512,,,,0,,,,,,0,0,Lorange GMBH,,,0,0,,110650,,,,0,0,,,20000512,0
DE,0,2,20541,,,,0,,,0,,,U,H,TR,20000512,,,,0,,,,,,0,0,Filterwerk Mann + Hummel GMBH,,,0,0,,110650,,,,0,0,,,20000512,0
DE,0,2,20542,,,,20,,,0,,,O,H,TR,20000512,,,,0,,,,,,0,0,Funke Warmeaustauscher Apparta,,,0,0,,110650,,,,0,0,,,20000512,11
"",0,2,20543,,,,20,,,0,,,O,A,TR,20000512,,,,0,,,,,,0,0,Elwa,,,0,0,,110650,,,,0,0,,,20000512,11
"",0,2,20544,,,,20,,,0,,,O,A,TR,20000518,,,,0,,,,,,0,0,Vulkan Kupplungs- Und Getriebe,,,0,0,,110650,,,,0,0,,,20000518,11
"",0,2,20545,,,,20,,,0,,,O,A,TR,20000518,,,,0,,,,,,0,0,Elwa,,,0,0,,110650,,,,0,0,,,20000518,11
"",0,2,20546,,,,20,,,0,,,,A,TR,20000518,,,,0,,,,,,0,0,Vulkan Kupplungs- Und Getriebe,,,0,0,,110650,,,,0,0,,,20000518,11
AT,0,2,20547,,,,20,,,0,,,O,A,TR,20000518,,,,0,,,,,,0,0,Voest-Alpine Stahl Linz GMBH,,,0,0,,110650,,,,0,0,,,20000518,10
CH,0,2,20548,,,,20,,,0,,,O,A,TR,20000518,,,,0,,,,,,0,0,Baumann Springs LTD,,,0,0,,110650,,,,0,0,,,20000518,11
CH,0,2,20549,,,,20,,,0,,,O,A,TR,20000518,,,,0,,,,,,0,0,Nova Werke Ag,,,0,0,,110650,,,,0,0,,,20000518,11
CH,0,2,20550,,,,20,,,0,,,O,A,TR,20000518,,,,0,,,,,,0,0,Nova Werke Ag,,,0,0,,110650,,,,0,0,,,20000518,11
CH,0,2,20551,,,,20,,,0,,,O,B,TR,20000518,,,,0,,,,,,0,0,Nova Werke Ag,,,0,0,,110650,,,,0,0,,,20000518,11
DE,20308,2,20552,,,,0,,OSL,0,,,,C,JOV,20000904,,,,0,,,,,,0,0,AAAA,X,,0,0,,24,IL-X BUD-SERVICE A/S,,NOK,30,0,LINJEGODS A/S,AI,20111018,0
DE,20308,2,20553,,,,20,,1000,0,95000,1330,O,C,JOV,20000904,,201101050293003,,0,,,,,,0,0,ABERMAYER & SOHN GBBH,X,,0,0,,24,IL-X BUD-SERVICE A/S,,NOK,30,0,LINJEGODS A/S,AI,20170507,12
NO,501147,2,20554,,,,0,,6000,0,0583,6305,,B,JOV,20000908,,199801014256001,,0,,,,,,0,50,VOLVO BM MASKIN A/S,,NOK,50,0,VOLVO BM MASKIN A/S,24,Jan Ottar Valderhaug,,NOK,24,0,IL-X BUD-SERVICE A/S,IN,20000908,0
NO,501222,2,20555,,,,0,,BOJ,0,,,O,H,CB,20011116,,,,762,,AB12345,,,OIL,0,24,BM-TRYKK,X,,0,0,,35,J. OLSENS ENKE A/S,,NOK,1,0,A/S SYSTEMA,FT,20010914,0
NO,20331,2,20556,,,,0,,1067,0,,,O,H,JOV,20030110,,,,0,,,,,OIL,0,24,Hartner GmbH,X,,0,0,,24,UNIMERCO AS,,NOK,1,0,SYSTEMA A/S,FT,20030110,0
NO,0,2,20557,,,,0,,1067,0,,,O,H,JOV,20030110,,,,0,,,,,OIL,0,24,Hartner GmbH,X,,0,0,,24,UNIMERCO AS,,NOK,1,0,SYSTEMA A/S,FT,20030110,0
NO,0,2,20558,,,,0,,1000,0,,,O,H,TR,20030101,,,,0,,,,,OIL,0,24,Hartner GmbH,X,NOK,1,0,LINJEGODS A/S xxxxxxxxxxxxxxxx,24,TEST1,X,NOK,0,0,IL-X BUD-SERVICE A/S,FT,20030101,0
NO,501735,2,20559,,,,0,,6000,0,0583,6305,,B,JOV,20041115,,199801014256001,,0,,,,,,0,50,VOLVO BM MASKIN A/S,,NOK,50,0,VOLVO BM MASKIN A/S,24,Jan Ottar Valderhaug,,NOK,24,0,IL-X BUD-SERVICE A/S,IN,20041115,0
DE,20331,2,20560,,,,0,,2220,0,,,,H,TH,20050422,,,,0,,,,,,0,2,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,X,,0,0,,3,CARGO HANDLING (SINGAPORE) PTY,,NOK,24,0,IL-X BUD-SERVICE A/S,DD,20111021,0
DK,20311,2,20561,,,,0,,CPH,0,,,,D,SH,20070212,,00000000000,,0,,000000000,,,,117,600010,TRADEVISION,,NOK,600010,0,TRADEVISION,0,TEST,,NOK,1010,0,SCANDINAVIAN AIRLINE SYSTEM,AE,20070212,0
DK,20312,2,20562,,,,0,,CPH,0,,,,D,SH,20070212,,00000000000,,0,,000000000,,,,117,600010,TRADEVISION,,NOK,600010,0,TRADEVISION,0,TEST,,NOK,1010,0,SCANDINAVIAN AIRLINE SYSTEM,AE,20070212,0
DK,20313,2,20563,,,,0,,CPH,0,,,,D,SH,20070212,,00000000000,,0,,000000000,,,,117,600010,TRADEVISION,,NOK,600010,0,TRADEVISION,0,TEST,,NOK,1010,0,SCANDINAVIAN AIRLINE SYSTEM,AE,20070212,0
NO,0,2,20564,,,,0,,OSL,0,1000,1511,O,H,TR,20070605,,,,0,,,,,,0,0,DETTE ER AVSENDER I TYSKLAND,X,,0,0,,72,TEST 4 DUP NTORMØBLER,,NOK,1,0,SYSTEMA A/S,AI,20111023,0
NO,0,2,20565,,,,0,,OSL,0,OSL,,O,H,TR,20070605,,,,0,,,,,,0,0,DETTE ER AVSENDER I TYSKLAND,X,,0,0,,72,TEST 4 DUP NTORMØBLER,,NOK,1,0,SYSTEMA A/S,IN,20070605,0
NO,0,2,20566,,,,0,,0165,0,,,O,H,DUP,20070605,,,,0,,,,,,0,0,DETTE ER AVSENDER I TYSKLAND,X,,0,0,,72,TEST 4 DUP NTORMØBLER,,NOK,1,0,ANDERSEN KONTORMØBLER,AI,20070605,0
NO,0,2,20567,,,,0,,0165,0,,,O,H,DUP,20070605,,,,0,,,,,,0,0,DETTE ER AVSENDER I TYSKLAND,X,,0,0,,72,TEST 4 DUP NTORMØBLER,,NOK,1,0,ANDERSEN KONTORMØBLER,AI,20070605,0
NO,0,2,20568,,,,0,,0165,0,,,O,H,DUP,20070605,,,,0,,,,,,0,0,DETTE ER AVSENDER I TYSKLAND,X,,0,0,,72,TEST 4 DUP NTORMØBLER,,NOK,1,0,ANDERSEN KONTORMØBLER,AI,20070605,0
NO,0,2,20569,,,,0,,0165,0,,,O,H,DUP,20070605,,,,0,,,,,,0,0,DETTE ER AVSENDER I TYSKLAND,X,,0,0,,72,TEST 4 DUP NTORMØBLER,,NOK,1,0,ANDERSEN KONTORMØBLER,AI,20070605,0
NO,0,2,20570,,,,0,,0165,0,,,,C,DUP,20070605,,,,0,,,,,,0,0,DETTE ER AVSENDER I TYSKLAND,X,,0,0,,72,TEST 4 DUP NTORMØBLER,,NOK,1,0,ANDERSEN KONTORMØBLER,AI,20070605,0
NO,0,2,20571,,,,0,,0165,0,,,O,H,DUP,20070605,,,,0,,,,,,0,0,DETTE ER AVSENDER I TYSKLAND,X,,0,0,,72,TEST 4 DUP NTORMØBLER,,NOK,1,0,ANDERSEN KONTORMØBLER,AI,20070605,0
NO,111,2,20572,,,,0,,0165,0,,,,C,DUP,20070605,,,,0,,,,,,0,0,DETTE ER AVSENDER I TYSKLAND,X,,0,0,,72,TEST 4 DUP NTORMØBLER,,NOK,1,0,SYSTEMA A/S,AI,20070605,0
NO,20307,2,20573,,,,0,,0165,0,,,O,C,JOV,20070605,,,,0,,,,,,0,0,DETTE ER AVSENDER I TYSKLAND,X,,0,0,,72,TEST 4 DUP NTORMØBLER,,NOK,1,0,SYSTEMA A/S,AI,20070605,0
DE,0,2,20574,,,,0,,1511,0,BER,3014,,H,JOV,20070605,,200701034269001,,0,,,,BRAATHEN FRAKTTERM.,,0,0,ABERMEIER & SOHN,X,,0,0,,72,JAN OTTAR VALDERHAUG,,NOK,72,0,ANDERSEN KONTORMØBLER,FT,20070605,0
NO,0,2,20575,,,,0,,0106,0,,,,A,DUP,20070606,,,,0,,,,,,0,0,Nova Werke Ag,,,1,0,,110650,DUP LEVADR,X,,0,0,,BI,20070606,0
NO,0,2,20576,,,,0,,0106,0,,,,C,DUP,20070606,,,,0,,,,,,0,0,Nova Werke Ag,X,,0,0,,110650,,,,1,0,,BI,20000518,0
NO,20316,2,20577,,,,0,,1511,0,,,,D,TR,20070625,,00000000000,,0,,000000000,,,OIL,0,70,Andersen kontormøber,,NOK,1,0,SYSTEMA A/S,0,XXX,X,,0,0,,AI,20070625,0
NO,0,2,20578,,,,0,,1000,0,,,,C,DUP,20070625,,,,0,,,,,OIL,0,70,Andersen kontormøber,,NOK,1,0,SYSTEMA A/S,0,XXX,X,,0,0,,AI,20070625,0
DE,0,2,20579,,,,0,,HAM,0,,,S,H,DUP,20070625,,,,0,,,,,OIL,0,70,*SLETTET*,X,NOK,0,0,SYSTEMA A/S,0,XXX,X,,1,0,,AI,20070625,0
NO,20317,2,20580,,,,0,,1511,0,,,,D,TR,20070625,,00000000000,,0,,000101078,,,,0,70,Andersen kontormøber,,NOK,1,0,SYSTEMA A/S,0,XXX,X,,0,0,,AI,20070625,0
NO,0,2,20581,,,,0,,1000,0,,,,C,TR,20070625,,,,0,,000101078,,,,0,70,Andersen kontormøber,,NOK,1,0,SYSTEMA A/S,0,XXX,X,,0,0,,AI,20070625,0
NO,20318,2,20582,,,,0,,OSL,0,,,,D,TR,20070626,,12312300000,,0,,000101081,,"Fred Olsen,Sørenga",,14,0,LAURA ASHLEY,X,NOK,0,0,,2,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,,NOK,1,0,SYSTEMA A/S,AE,20070626,0
NO,0,2,20583,,,,0,,1511,0,,,,C,TR,20070626,,12312300000,,0,,,,"Fred Olsen,Sørenga",,14,0,LAURA ASHLEY,X,NOK,1,0,,2,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,X,NOK,0,0,SYSTEMA A/S,AI,20070626,0
NO,0,2,20584,,,,0,,1511,0,,,,D,DUP,20070626,,12312300000,,0,,,,"Fred Olsen,Sørenga",,14,0,LAURA ASHLEY,X,NOK,0,0,,2,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,X,NOK,1,0,SYSTEMA A/S,AE,20070626,0
NO,0,2,20585,,,,0,,1511,0,,,,D,TR,20070626,,12312300000,,0,,,,"Fred Olsen,Sørenga",,14,0,LAURA ASHLEY,X,NOK,1,0,,2,AE,X,NOK,0,0,SYSTEMA A/S,AE,20070626,0
NO,0,2,20586,,,,0,,1511,0,,,,C,TR,20070628,,12312300000,,0,,,,"Fred Olsen,Sørenga",,2,0,LAURA ASHLEY,X,NOK,1,0,SYSTEMA A/S,2,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,X,NOK,25,0,T. S. JACOBSEN A/S,AI,20070628,0
NO,0,2,20587,,,,0,,1511,0,,,O,H,DUP,20070628,,12312300000,,0,,,,"Fred Olsen,Sørenga",,2,0,LAURA ASHLEY,X,NOK,0,0,SYSTEMA A/S,2,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,X,NOK,1,0,T. S. JACOBSEN A/S,AE,20070628,0
NO,0,2,20588,,,,0,,1511,0,,,,C,TR,20070628,,12312300000,,0,,,,"Fred Olsen,Sørenga",,2,0,LAURA ASHLEY,X,NOK,1,0,SYSTEMA A/S,2,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,X,NOK,25,0,T. S. JACOBSEN A/S,AI,20070628,0
NO,0,2,20589,,,,0,,1511,0,,,,D,TR,20070628,,12312300000,,0,,,,"Fred Olsen,Sørenga",,2,0,LAURA ASHLEY,X,NOK,0,0,SYSTEMA A/S,2,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,X,NOK,1,0,T. S. JACOBSEN A/S,AE,20070628,0
NO,0,2,20590,,,,0,,1511,0,,,,D,TR,20070626,,12312300000,,0,,,,"Fred Olsen,Sørenga",,2,0,LAURA ASHLEY,X,NOK,1,0,SYSTEMA A/S,2,AE,X,NOK,0,0,T. S. JACOBSEN A/S,AE,20070626,0
NO,0,2,20591,,,,0,,1511,0,,,,C,TR,20070628,,12312300000,,0,,,,"Fred Olsen,Sørenga",,2,0,LAURA ASHLEY,X,NOK,1,0,SYSTEMA A/S,2,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,X,NOK,25,0,T. S. JACOBSEN A/S,AI,20070628,0
NO,0,2,20592,,,,0,,1511,0,,,,C,TR,20070628,,12312300000,,0,,,,"Fred Olsen,Sørenga",,2,0,LAURA ASHLEY,X,NOK,1,0,SYSTEMA A/S,2,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,X,NOK,25,0,T. S. JACOBSEN A/S,AI,20070628,0
NO,0,2,20593,,,,0,,1511,0,,,O,H,DUP,20070628,,12312300000,,0,,,,"Fred Olsen,Sørenga",,2,0,LAURA ASHLEY,X,NOK,0,0,SYSTEMA A/S,2,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,X,NOK,1,0,T. S. JACOBSEN A/S,AE,20070628,0
NO,0,2,20594,,,,0,,1511,0,,,,F,DUP,20070626,,12312300000,,0,,,,"Fred Olsen,Sørenga",,2,0,LAURA ASHLEY,X,NOK,1,0,SYSTEMA A/S,2,AE,X,NOK,0,0,T. S. JACOBSEN A/S,AE,20070626,0
NO,0,2,20595,,,,0,,1511,0,,,,C,TR,20070628,,12312300000,,0,,,,"Fred Olsen,Sørenga",,2,0,LAURA ASHLEY,X,NOK,1,0,SYSTEMA A/S,2,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,X,NOK,25,0,T. S. JACOBSEN A/S,AI,20070628,0
NO,0,2,20596,,,,0,,1511,0,,,,D,DUP,20070628,,12312300000,,0,,,,"Fred Olsen,Sørenga",,2,0,LAURA ASHLEY,X,NOK,0,0,SYSTEMA A/S,2,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,X,NOK,1,0,T. S. JACOBSEN A/S,AE,20070628,0
NO,0,2,20597,,,,0,,1511,0,,,,C,TR,20070628,,12312300000,,0,,,,"Fred Olsen,Sørenga",,2,0,LAURA ASHLEY,X,NOK,1,0,SYSTEMA A/S,2,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,X,NOK,25,0,T. S. JACOBSEN A/S,AI,20070628,0
NO,20319,2,20598,,,,0,,1511,0,,,,D,TR,20070628,,98765432100,,0,,000101082,,"Fred Olsen,Sørenga",,14,0,LAURA ASHLEY,X,NOK,0,0,,2,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,X,NOK,1,0,SYSTEMA A/S,AE,20070628,0
NO,0,2,20599,,,,0,,1511,0,,,,C,TR,20070628,,,,0,,,,"Fred Olsen,Sørenga",,14,0,LAURA ASHLEY,X,NOK,1,0,,2,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,X,NOK,0,0,SYSTEMA A/S,AI,20070628,0
NO,0,2,20600,,,,0,,1511,0,,,,C,TR,20070628,,12312300000,,0,,,,"Fred Olsen,Sørenga",,2,0,LAURA ASHLEY,X,NOK,1,0,SYSTEMA A/S,2,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,X,NOK,25,0,T. S. JACOBSEN A/S,AI,20070628,0
NO,0,2,20601,,,,0,,1511,0,,,O,H,DUP,20070628,,12312300000,,0,,,,"Fred Olsen,Sørenga",,2,0,LAURA ASHLEY,X,NOK,0,0,SYSTEMA A/S,2,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,X,NOK,1,0,T. S. JACOBSEN A/S,AE,20070628,0
NO,20320,2,20602,,,,0,,1511,0,,,,D,TR,20070626,,98765432100,,0,,000101083,,"Fred Olsen,Sørenga",,14,0,LAURA ASHLEY,X,NOK,1,0,SYSTEMA A/S,2,AE,X,NOK,25,0,T. S. JACOBSEN A/S,AE,20070626,0
NO,0,2,20603,,,,0,,1511,0,,,,C,TR,20070626,,98765432100,,0,,,,"Fred Olsen,Sørenga",,2,0,LAURA ASHLEY,X,NOK,1,0,SYSTEMA A/S,2,AI,X,NOK,25,0,T. S. JACOBSEN A/S,AI,20070626,0
NO,0,2,20604,,,,0,,1511,0,,,,C,TR,20070628,,12312300000,,0,,,,"Fred Olsen,Sørenga",,2,0,LAURA ASHLEY,X,NOK,1,0,SYSTEMA A/S,2,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,X,NOK,25,0,T. S. JACOBSEN A/S,AI,20070628,0
NO,20321,2,20605,,,,0,,1511,0,,,,D,TR,20070628,,55555555555,,0,,000101084,,"Fred Olsen,Sørenga",,14,0,LAURA ASHLEY,X,NOK,0,0,,2,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,X,NOK,1,0,SYSTEMA A/S,AE,20070628,0
NO,0,2,20606,,,,0,,1511,0,,,O,C,TR,20070628,,,,0,,,,"Fred Olsen,Sørenga",,14,0,LAURA ASHLEY,X,NOK,1,0,,2,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,X,NOK,0,0,SYSTEMA A/S,AI,20070628,0
NO,0,2,20607,,,,0,,1511,0,,,O,H,TR,20070628,,,,0,,,,"Fred Olsen,Sørenga",,14,0,LAURA ASHLEY,X,,0,0,,2,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,X,NOK,1,0,SYSTEMA A/S,IT,20070628,0
NO,0,2,20608,,,,0,,1511,0,,,,C,TR,20070628,,12312300000,,0,,,,"Fred Olsen,Sørenga",,2,0,LAURA ASHLEY,X,NOK,1,0,SYSTEMA A/S,2,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,X,NOK,25,0,T. S. JACOBSEN A/S,AI,20070628,0
NO,0,2,20609,,,,0,,1511,0,,,O,H,TR,20070628,,,,0,,,,"Fred Olsen,Sørenga",,2,0,LAURA ASHLEY,X,NOK,0,0,SYSTEMA A/S,2,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,X,NOK,1,0,T. S. JACOBSEN A/S,AE,20070628,0
NO,0,2,20610,,,,0,,1511,0,,,O,H,TR,20070626,,,,0,,,,"Fred Olsen,Sørenga",,2,0,LAURA ASHLEY,X,,0,0,,2,AE,X,NOK,25,0,T. S. JACOBSEN A/S,AE,20070626,0
NO,20321,2,20611,,,,0,,1511,0,,,,C,TR,20070628,,55555555555,,0,,000101084,,"Fred Olsen,Sørenga",,2,0,LAURA ASHLEY,X,NOK,0,0,,2,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,X,NOK,1,0,SYSTEMA A/S,AE,20070628,0
NO,0,2,20612,,,,0,,1511,0,,,O,H,TR,20070628,,,,0,,,,"Fred Olsen,Sørenga",,2,0,LAURA ASHLEY,X,NOK,0,0,,2,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,X,NOK,1,0,SYSTEMA A/S,AE,20070628,0
NO,20321,2,20613,,,,0,,1511,0,,,,C,TR,20070628,,,,0,,000101084,,"Fred Olsen,Sørenga",,2,0,LAURA ASHLEY,X,NOK,0,0,,2,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,X,NOK,1,0,SYSTEMA A/S,AE,20070628,0
NO,0,2,20614,,,,0,,1511,0,,,O,H,TR,20070628,,,,0,,,,"Fred Olsen,Sørenga",,2,0,LAURA ASHLEY,X,,0,0,,2,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,X,NOK,1,0,SYSTEMA A/S,AE,20070628,0
NO,0,2,20615,,,,0,,1511,0,,,O,H,TR,20070626,,,,0,,,,"Fred Olsen,Sørenga",,2,0,LAURA ASHLEY,X,,0,0,,2,AE,X,NOK,25,0,T. S. JACOBSEN A/S,AE,20070626,0
NO,20321,2,20616,,,,0,,1511,0,,,,C,TR,20070628,,,,0,,000101084,,"Fred Olsen,Sørenga",,2,0,LAURA ASHLEY,X,NOK,0,0,,2,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,X,NOK,1,0,SYSTEMA A/S,AE,20070628,0
